Lievre;Méjean;2019;01/04/2019;1;1;Mas St Chély;56;23.4
Lievre;Méjean;2019;01/04/2019;1;2;Hures La Parade;33;31
Lievre;Méjean;2019;01/04/2019;1;3;St Pierre des Trippiers;64;15
Lievre;Méjean;2019;01/04/2019;1;4;Fretma;30;38.3
Lievre;Méjean;2019;01/04/2019;1;5;Le Pradal;29;29.7
Lievre;Méjean;2019;02/04/2019;2;1;Mas St Chély;30;23.4
Lievre;Méjean;2019;02/04/2019;2;2;Hures La Parade;22;31
Lievre;Méjean;2019;02/04/2019;2;3;St Pierre des Trippiers;59;15
Lievre;Méjean;2019;02/04/2019;2;4;Fretma;14;38.3
Lievre;Méjean;2019;02/04/2019;2;5;Le Pradal;36;29.7
Lievre;Méjean;2019;15/04/2019;3;4;Fretma;54;38.3
Lievre;Méjean;2019;15/04/2019;3;5;Le Pradal;33;29.7
Lievre;Méjean;2017;27/03/2017;1;1;Mas St Chély;46;23.4
Lievre;Méjean;2017;27/03/2017;1;2;Hures La Parade;24;31
Lievre;Méjean;2017;27/03/2017;1;3;St Pierre des Trippiers;85;15
Lievre;Méjean;2017;27/03/2017;1;4;Fretma;28;38.3
Lievre;Méjean;2017;27/03/2017;1;5;Le Pradal;31;29.7
Lievre;Méjean;2017;28/03/2017;2;1;Mas St Chély;40;23.4
Lievre;Méjean;2017;28/03/2017;2;2;Hures La Parade;24;31
Lievre;Méjean;2017;28/03/2017;2;3;St Pierre des Trippiers;54;15
Lievre;Méjean;2017;28/03/2017;2;4;Fretma;27;38.3
Lievre;Méjean;2017;28/03/2017;2;5;Le Pradal;38;29.7
Lievre;Méjean;2017;10/04/2017;3;4;Fretma;22;38.3
Lievre;Méjean;2017;10/04/2017;3;5;Le Pradal;28;29.7
Lievre;Méjean;2017;11/04/2017;4;4;Fretma;25;38.3
Lievre;Méjean;2017;11/04/2017;4;5;Le Pradal;38;29.7
Lievre;Mont Aigoual;2016;28/04/2016;1;1;Vébron-Rousses-Bassurels;10;44
Lievre;Mont Aigoual;2016;28/04/2016;1;2;Gatuzières-Meyrueis;18;33.8
Lievre;Mont Aigoual;2016;28/04/2016;1;3;Meyrueis-Brèze et Béthuzon;11;34.3
Lievre;Mont Aigoual;2016;29/04/2016;2;1;Vébron-Rousses-Bassurels;11;44
Lievre;Mont Aigoual;2016;29/04/2016;2;2;Gatuzières-Meyrueis;4;33.8
Lievre;Mont Aigoual;2016;29/04/2016;2;3;Meyrueis-Brèze et Béthuzon;15;34.3
Lievre;Mont Aigoual;2017;26/04/2017;1;2;Gatuzières-Meyrueis;12;33.8
Lievre;Mont Aigoual;2017;26/04/2017;1;3;Meyrueis-Brèze et Béthuzon;12;34.3
Lievre;Mont Aigoual;2017;26/04/2017;1;4;Mont Aigoual;25;40.2
Lievre;Mont Aigoual;2017;27/04/2017;2;1;Vébron-Rousses-Bassurels;25;44
Lievre;Mont Aigoual;2017;27/04/2017;2;2;Gatuzières-Meyrueis;11;33.8
Lievre;Mont Aigoual;2017;27/04/2017;2;3;Meyrueis-Brèze et Béthuzon;14;34.3
Lievre;Mont Aigoual;2017;27/04/2017;2;4;Mont Aigoual;24;40.2
Lievre;Mont Aigoual;2017;09/05/2017;3;1;Vébron-Rousses-Bassurels;15;44
Lievre;Mont Aigoual;2017;09/05/2017;3;2;Gatuzières-Meyrueis;8;33.8
Lievre;Mont Aigoual;2017;09/05/2017;3;3;Meyrueis-Brèze et Béthuzon;6;34.3
Lievre;Mont Aigoual;2017;09/05/2017;3;4;Mont Aigoual;25;40.2
Lievre;Mont Aigoual;2017;10/05/2017;4;1;Vébron-Rousses-Bassurels;27;44
Lievre;Mont Aigoual;2017;10/05/2017;4;2;Gatuzières-Meyrueis;13;33.8
Lievre;Mont Aigoual;2017;10/05/2017;4;3;Meyrueis-Brèze et Béthuzon;14;34.3
Lievre;Mont Aigoual;2017;10/05/2017;4;4;Mont Aigoual;37;40.2
Lievre;Mont Aigoual;2018;26/04/2018;1;1;Vébron-Rousses-Bassurels;38;44
Lievre;Mont Aigoual;2018;26/04/2018;1;2;Gatuzières-Meyrueis;8;33.8
Lievre;Mont Aigoual;2018;26/04/2018;1;3;Meyrueis-Brèze et Béthuzon;8;34.3
Lievre;Mont Aigoual;2018;26/04/2018;1;4;Mont Aigoual;43;40.2
Lievre;Mont Aigoual;2018;27/04/2018;2;1;Vébron-Rousses-Bassurels;17;44
Lievre;Mont Aigoual;2018;27/04/2018;2;2;Gatuzières-Meyrueis;10;33.8
Lievre;Mont Aigoual;2018;27/04/2018;2;3;Meyrueis-Brèze et Béthuzon;14;34.3
Lievre;Mont Aigoual;2018;27/04/2018;2;4;Mont Aigoual;35;40.2
Lievre;Mont Aigoual;2019;17/04/2019;1;1;Vébron-Rousses-Bassurels;20;44
Lievre;Mont Aigoual;2019;17/04/2019;1;2;Gatuzières-Meyrueis;9;33.8
Lievre;Mont Aigoual;2019;17/04/2019;1;3;Meyrueis-Brèze et Béthuzon;8;34.3
Lievre;Mont Aigoual;2019;17/04/2019;1;4;Mont Aigoual;47;40.2
Lievre;Mont Aigoual;2019;18/04/2019;2;1;Vébron-Rousses-Bassurels;23;44
Lievre;Mont Aigoual;2019;18/04/2019;2;2;Gatuzières-Meyrueis;14;33.8
Lievre;Mont Aigoual;2019;18/04/2019;2;4;Mont Aigoual;31;40.2
Lievre;Mont Aigoual;2019;02/05/2019;3;1;Vébron-Rousses-Bassurels;20;44
Lievre;Mont Aigoual;2019;02/05/2019;3;2;Gatuzières-Meyrueis;6;33.8
Lievre;Mont Aigoual;2019;02/05/2019;3;3;Meyrueis-Brèze et Béthuzon;11;34.3
Lievre;Mont Aigoual;2019;02/05/2019;3;4;Mont Aigoual;28;40.2
Lievre;Mont Aigoual;2019;03/05/2019;4;1;Vébron-Rousses-Bassurels;17;44
Lievre;Mont Aigoual;2019;03/05/2019;4;2;Gatuzières-Meyrueis;13;33.8
Lievre;Mont Aigoual;2019;03/05/2019;4;3;Meyrueis-Brèze et Béthuzon;7;34.3
Lievre;Mont Aigoual;2019;03/05/2019;4;4;Mont Aigoual;17;40.2
Lievre;Mont Lozère;2017;02/05/2017;1;1;ML nord;13;35.2
Lievre;Mont Lozère;2017;02/05/2017;1;2;ML ouest;20;37.2
Lievre;Mont Lozère;2017;02/05/2017;1;3;Laubies;6;28.5
Lievre;Mont Lozère;2017;02/05/2017;1;4;ML sud;17;32.4
Lievre;Mont Lozère;2017;03/05/2017;2;1;ML nord;8;35.2
Lievre;Mont Lozère;2017;03/05/2017;2;2;ML ouest;16;37.2
Lievre;Mont Lozère;2017;03/05/2017;2;3;Laubies;6;28.5
Lievre;Mont Lozère;2017;03/05/2017;2;4;ML sud;16;32.4
Lievre;Mont Lozère;2017;16/05/2017;3;1;ML nord;7;35.2
Lievre;Mont Lozère;2017;16/05/2017;3;2;ML ouest;12;37.2
Lievre;Mont Lozère;2017;16/05/2017;3;3;Laubies;5;28.5
Lievre;Mont Lozère;2017;16/05/2017;3;4;ML sud;15;32.4
Lievre;Mont Lozère;2017;17/05/2017;4;1;ML nord;11;35.2
Lievre;Mont Lozère;2017;17/05/2017;4;2;ML ouest;5;37.2
Lievre;Mont Lozère;2017;17/05/2017;4;3;Laubies;9;28.5
Lievre;Mont Lozère;2017;17/05/2017;4;4;ML sud;6;32.4
Lievre;Mont Lozère;2018;02/05/2018;1;1;ML nord;16;35.2
Lievre;Mont Lozère;2018;02/05/2018;1;2;ML ouest;8;37.2
Lievre;Mont Lozère;2018;02/05/2018;1;3;Laubies;14;28.5
Lievre;Mont Lozère;2018;02/05/2018;1;4;ML sud;18;32.4
Lievre;Mont Lozère;2018;03/05/2018;2;1;ML nord;17;35.2
Lievre;Mont Lozère;2018;03/05/2018;2;2;ML ouest;13;37.2
Lievre;Mont Lozère;2018;03/05/2018;2;4;ML sud;22;32.4
Lievre;Mont Lozère;2019;29/04/2019;1;1;ML nord;11;35.2
Lievre;Mont Lozère;2019;29/04/2019;1;2;ML ouest;18;37.2
Lievre;Mont Lozère;2019;29/04/2019;1;3;Laubies;7;28.5
Lievre;Mont Lozère;2019;29/04/2019;1;4;ML sud;26;32.4
Lievre;Mont Lozère;2019;30/04/2019;2;1;ML nord;14;35.2
Lievre;Mont Lozère;2019;30/04/2019;2;2;ML ouest;15;37.2
Lievre;Mont Lozère;2019;30/04/2019;2;3;Laubies;12;28.5
Lievre;Mont Lozère;2019;30/04/2019;2;4;ML sud;23;32.4
Lievre;Mont Lozère;2019;13/05/2019;3;1;ML nord;11;35.2
Lievre;Mont Lozère;2019;13/05/2019;3;2;ML ouest;17;37.2
Lievre;Mont Lozère;2019;13/05/2019;3;3;Laubies;9;28.5
Lievre;Mont Lozère;2019;13/05/2019;3;4;ML sud;15;32.4
Lievre;Mont Lozère;2019;14/05/2019;4;1;ML nord;12;35.2
Lievre;Mont Lozère;2019;14/05/2019;4;2;ML ouest;10;37.2
Lievre;Mont Lozère;2019;14/05/2019;4;3;Laubies;10;28.5
Lievre;Mont Lozère;2019;14/05/2019;4;4;ML sud;11;32.4
Lievre;Méjean;2016;01/04/2016;1;1;Mas St Chély;85;23.4
Lievre;Méjean;2016;01/04/2016;1;2;Hures La Parade;47;31
Lievre;Méjean;2016;01/04/2016;1;3;St Pierre des Trippiers;71;15
Lievre;Méjean;2016;01/04/2016;1;4;Fretma;35;38.3
Lievre;Méjean;2016;01/04/2016;1;5;Le Pradal;47;29.7
Lievre;Méjean;2015;30/03/2015;1;1;Mas St Chély;101;23.4
Lievre;Méjean;2015;30/03/2015;1;2;Hures La Parade;74;31
Lievre;Méjean;2015;30/03/2015;1;3;St Pierre des Trippiers;103;15
Lievre;Méjean;2015;30/03/2015;1;4;Fretma;61;38.3
Lievre;Méjean;2015;30/03/2015;1;5;Le Pradal;70;29.7
Lievre;Méjean;2015;31/03/2015;2;1;Mas St Chély;95;23.4
Lievre;Méjean;2015;31/03/2015;2;2;Hures La Parade;90;31
Lievre;Méjean;2015;31/03/2015;2;3;St Pierre des Trippiers;95;15
Lievre;Méjean;2015;31/03/2015;2;4;Fretma;51;38.3
Lievre;Méjean;2015;31/03/2015;2;5;Le Pradal;71;29.7
Lievre;Méjean;2014;24/03/2014;1;1;Mas St Chély;40;23.4
Lievre;Méjean;2014;24/03/2014;1;2;Hures La Parade;66;31
Lievre;Méjean;2014;24/03/2014;1;3;St Pierre des Trippiers;62;15
Lievre;Méjean;2014;24/03/2014;1;4;Fretma;50;38.3
Lievre;Méjean;2014;24/03/2014;1;5;Le Pradal;41;29.7
Lievre;Méjean;2014;25/03/2014;2;1;Mas St Chély;66;23.4
Lievre;Méjean;2014;25/03/2014;2;2;Hures La Parade;62;31
Lievre;Méjean;2014;25/03/2014;2;3;St Pierre des Trippiers;48;15
Lievre;Méjean;2014;25/03/2014;2;4;Fretma;57;38.3
Lievre;Méjean;2014;25/03/2014;2;5;Le Pradal;63;29.7
Lievre;Méjean;2013;25/03/2013;1;1;Mas St Chély;51;23.4
Lievre;Méjean;2013;25/03/2013;1;2;Hures La Parade;56;31
Lievre;Méjean;2013;25/03/2013;1;3;St Pierre des Trippiers;59;15
Lievre;Méjean;2013;25/03/2013;1;4;Fretma;46;38.3
Lievre;Méjean;2013;25/03/2013;1;5;Le Pradal;48;29.7
Lievre;Méjean;2013;26/03/2013;2;1;Mas St Chély;71;23.4
Lievre;Méjean;2013;26/03/2013;2;2;Hures La Parade;46;31
Lievre;Méjean;2013;26/03/2013;2;3;St Pierre des Trippiers;58;15
Lievre;Méjean;2013;26/03/2013;2;4;Fretma;34;38.3
Lievre;Méjean;2013;26/03/2013;2;5;Le Pradal;55;29.7
Lievre;Méjean;2012;28/03/2012;1;1;Mas St Chély;68;23.4
Lievre;Méjean;2012;28/03/2012;1;2;Hures La Parade;49;31
Lievre;Méjean;2012;28/03/2012;1;3;St Pierre des Trippiers;45;15
Lievre;Méjean;2012;28/03/2012;1;4;Fretma;40;38.3
Lievre;Méjean;2012;28/03/2012;1;5;Le Pradal;30;29.7
Lievre;Méjean;2012;29/03/2012;2;1;Mas St Chély;70;23.4
Lievre;Méjean;2012;29/03/2012;2;2;Hures La Parade;50;31
Lievre;Méjean;2012;29/03/2012;2;3;St Pierre des Trippiers;63;15
Lievre;Méjean;2012;29/03/2012;2;4;Fretma;38;38.3
Lievre;Méjean;2012;29/03/2012;2;5;Le Pradal;41;29.7
Lievre;Méjean;2012;04/04/2012;3;4;Fretma;44;38.3
Lievre;Méjean;2012;04/04/2012;3;5;Le Pradal;47;29.7
Lievre;Méjean;2012;05/04/2012;4;4;Fretma;42;38.3
Lievre;Méjean;2012;05/04/2012;4;5;Le Pradal;35;29.7
Lievre;Vallées cévenoles;2018;02/05/2018;1;1;Bougès;15;33
Lievre;Vallées cévenoles;2018;03/05/2018;2;1;Bougès;5;33
Lievre;Vallées cévenoles;2018;16/05/2018;3;1;Bougès;5;33
Lievre;Vallées cévenoles;2018;17/05/2018;4;1;Bougès;7;33
Lievre;Vallées cévenoles;2019;29/04/2019;1;1;Bougès;16;32.5
Lievre;Vallées cévenoles;2019;30/04/2019;2;1;Bougès;11;32.5
Lievre;Vallées cévenoles;2019;13/05/2019;3;1;Bougès;13;32.5
Lievre;Vallées cévenoles;2019;14/05/2019;4;1;Bougès;14;32.5
